lineContent|fileURL
fileURL=https://api.example.com/data?secret_key=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?client_secret=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?clientsecret=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?token=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?access_token=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?accesstoken=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?auth_token=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?authtoken=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?bearer_token=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?bearertoken=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?api_token=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?apitoken=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?id_token=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?refresh_token=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?apikey=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?api_key=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?apikeyvalue=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?x-api-key=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?awsaccesskeyid=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?awssecretkey=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?awssecretaccesskey=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?aws_access_key_id=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?aws_secret_access_key=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?accesskey=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?access_key=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?access_key_id=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?accountkey=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?account_key=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?sharedaccesssignature=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?sas=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?sig=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?privatekey=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?private_key=REDACTED&format=json|test/url_redaction_test.cfg
fileURL=https://api.example.com/data?format=json&page=1&limit=100|test/url_redaction_test.cfg
fileURL=${DATAIN_DIR}/input/data.csv|test/url_redaction_test.cfg
fileURL=sandbox://OtherSandbox/data/in/file.csv|test/url_redaction_test.cfg
fileURL=file:/C:/CloverDX/sandboxes/MySandbox/data-in/report.csv|test/url_redaction_test.cfg
fileURL=hdfs://MY_HADOOP_CONN/user/clover/data/input.dat|test/url_redaction_test.cfg
fileURL=https://public-api.example.com/data?format=json&page=1&limit=500&sort=asc|test/url_redaction_test.cfg
